Declined Noun,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ador:gensg,"n,III,gen,sg","m,II,gen,pl","m,II,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
ador:accsg,"n,III,acc,sg","m,II,gen,pl","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
ador:nompl,"n,III,nom,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,gen,pl","m,III,nom,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
ador:genpl,"n,III,gen,pl","m,II,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
ador:accpl,"n,III,acc,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,gen,pl","m,III,nom,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
adulter:nomsg,"m,II,nom,sg","m,III,gen,sg","m,III,nom,sg","m,III,gen,sg","m,III,nom,sg","f,III,nom,sg","f,IV,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter:gensg,"m,II,gen,sg","m,II,gen,sg","m,III,gen,pl","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter:accsg,"m,II,acc,sg","m,II,gen,sg","m,II,gen,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter:nompl,"m,II,nom,pl","m,II,gen,sg","m,III,gen,pl","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter:genpl,"m,II,gen,pl","m,II,gen,pl","m,II,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
adulter:accpl,"m,II,acc,pl","m,II,gen,sg","m,III,gen,pl","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter2:nomsg,"f,II,nom,sg","m,II,gen,sg","f,I,nom,pl","f,I,nom,sg","f,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter2:gensg,"f,II,gen,sg","m,III,gen,sg","f,I,gen,pl","f,I,nom,sg","f,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter2:accsg,"f,II,acc,sg","m,II,gen,sg","f,I,nom,sg","m,II,nom,sg","f,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter2:nompl,"f,II,nom,pl","m,III,gen,sg","f,I,gen,pl","f,I,nom,sg","f,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
adulter2:genpl,"f,II,gen,pl","m,II,gen,pl","f,I,gen,pl","m,III,gen,pl","m,III,gen,pl","f,III,nom,sg","m,III,gen,pl","f,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl"
adulter2:accpl,"f,II,acc,pl","m,III,gen,sg","f,I,nom,pl","f,I,nom,sg","f,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
advena:nomsg,"f,I,nom,sg","f,I,gen,pl","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
advena:gensg,"f,I,gen,sg","f,I,gen,pl","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
advena:accsg,"f,I,acc,sg","f,I,gen,pl","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
advena:nompl,"f,I,nom,pl","f,I,gen,pl","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
advena:genpl,"f,I,gen,pl","f,I,gen,pl","f,I,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
advena:accpl,"f,I,acc,pl","f,I,gen,pl","f,I,nom,sg","f,I,nom,sg","f,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aer:nomsg,"m,III,nom,sg","m,II,gen,pl","f,III,nom,sg","m,III,nom,sg","f,I,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aer:gensg,"m,III,gen,sg","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","f,IV,gen,pl","m,III,nom,pl","m,III,gen,pl","f,III,nom,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aer:accsg,"m,III,acc,sg","m,III,gen,pl","f,III,gen,pl","f,III,nom,pl","m,III,nom,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aer:nompl,"m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aer:genpl,"m,III,gen,pl","f,III,gen,pl","m,III,gen,pl","f,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aer:accpl,"m,III,acc,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aestas:nomsg,"f,III,nom,sg","f,III,gen,pl","f,I,nom,sg","f,I,nom,sg","m,III,nom,pl","m,III,nom,sg","f,III,gen,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aestas:gensg,"f,III,gen,sg","m,III,gen,pl","f,II,gen,pl","f,III,nom,pl","m,III,nom,sg","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aestas:accsg,"f,III,acc,sg","f,III,gen,pl","f,I,nom,sg","f,I,nom,pl","f,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aestas:nompl,"f,III,nom,pl","m,III,nom,pl","f,III,nom,pl","m,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aestas:genpl,"f,III,gen,pl","f,I,gen,pl","f,I,gen,pl","f,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aestas:accpl,"f,III,acc,pl","m,III,nom,pl","f,III,nom,pl","m,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aestus:nomsg,"m,IV,nom,sg","m,III,nom,sg","n,II,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,pl","f,III,nom,sg","f,III,nom,sg"
aestus:gensg,"m,IV,gen,sg","m,III,gen,pl","f,II,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aestus:accsg,"m,IV,acc,sg","m,II,gen,sg","f,II,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,pl","f,III,nom,sg","f,III,nom,sg"
aestus:nompl,"m,IV,nom,pl","m,III,gen,pl","f,II,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aestus:genpl,"m,IV,gen,pl","m,II,gen,sg","f,I,gen,sg","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
aestus:accpl,"m,IV,acc,pl","m,III,gen,pl","f,II,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aetas:nomsg,"f,III,nom,sg","f,III,gen,pl","f,I,nom,pl","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
aetas:gensg,"f,III,gen,sg","f,III,gen,pl","f,I,nom,pl","f,III,nom,pl","f,III,nom,sg","m,III,nom,pl","m,III,nom,sg","f,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aetas:accsg,"f,III,acc,sg","f,I,gen,pl","f,I,gen,pl","f,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aetas:nompl,"f,III,nom,pl","m,III,nom,pl","f,III,nom,pl","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aetas:genpl,"f,III,gen,pl","f,I,gen,pl","f,I,gen,pl","f,III,gen,pl","f,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
aetas:accpl,"f,III,acc,pl","m,III,nom,pl","f,III,nom,pl","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl"
ager:nomsg,"m,II,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
ager:gensg,"m,II,gen,sg","f,II,gen,sg","f,II,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg"
ager:accsg,"m,II,acc,sg","m,II,nom,sg","m,II,nom,sg","m,II,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg"
ager:nompl,"m,II,nom,pl","f,II,gen,sg","f,II,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg"
ager:genpl,"m,II,gen,pl","f,II,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
ager:accpl,"m,II,acc,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","m,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","f,III,nom,sg","m,III,nom,pl","f,III,nom,sg","f,III,nom,sg"
agnus:nomsg,"m,II,nom,sg","f,I,gen,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,sg","m,III,nom,pl"
agnus:gensg,"m,II,gen,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,I,nom,pl","m,III,nom,pl","m,III,nom,sg","f,III,nom,sg","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","f,III,nom,pl"
agnus:accsg,"m,II,acc,sg","f,III,gen,pl","f,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,pl","m,III,gen,sg","m,III,gen,pl","m,III,gen,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl","m,III,nom,pl"
