Declined Noun	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
acetum:nomsg	n,II,nom,sg	n,II,nom,sg	n,II,nom,sg	f,II,nom,pl	f,II,nom,sg	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acetum:gensg	n,II,gen,sg	n,II,nom,pl	m,II,nom,pl	m,III,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acetum:accsg	n,II,acc,sg	n,II,nom,sg	n,II,nom,sg	f,II,nom,pl	f,II,nom,sg	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acetum:nompl	n,II,nom,pl	n,II,nom,sg	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acetum:genpl	n,II,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
acetum:accpl	n,II,acc,pl	n,II,nom,sg	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acus:nomsg	f,IV,nom,sg	m,III,nom,sg	f,III,nom,pl	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acus:gensg	f,IV,gen,sg	m,III,nom,pl	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acus:accsg	f,IV,acc,sg	n,II,nom,sg	n,II,nom,sg	n,II,nom,sg	n,II,nom,sg	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acus:nompl	f,IV,nom,pl	m,III,nom,pl	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
acus:genpl	f,IV,gen,pl	m,III,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,I,nom,pl	f,III,gen,pl	f,III,gen,pl
acus:accpl	f,IV,acc,pl	m,III,nom,pl	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ador:nomsg	n,III,nom,sg	m,III,nom,sg	f,I,nom,pl	f,II,nom,sg	n,II,nom,sg	f,I,nom,pl	f,I,nom,pl	f,III,nom,pl	f,I,nom,pl	f,III,gen,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ador:gensg	n,III,gen,sg	m,III,nom,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
ador:accsg	n,III,acc,sg	m,III,nom,sg	f,I,nom,pl	f,II,nom,sg	n,II,nom,sg	f,I,nom,pl	f,I,nom,pl	f,III,nom,pl	f,I,nom,pl	f,III,gen,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ador:nompl	n,III,nom,pl	n,III,nom,pl	f,III,nom,pl	f,I,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,I,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
ador:genpl	n,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
ador:accpl	n,III,acc,pl	n,III,nom,pl	f,III,nom,pl	f,I,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,I,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
adulter:nomsg	m,II,nom,sg	n,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,III,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter:gensg	m,II,gen,sg	m,II,nom,sg	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter:accsg	m,II,acc,sg	m,II,nom,sg	n,II,nom,sg	f,II,nom,sg	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter:nompl	m,II,nom,pl	m,II,nom,sg	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter:genpl	m,II,gen,pl	f,I,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
adulter:accpl	m,II,acc,pl	f,I,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter2:nomsg	f,II,nom,sg	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter2:gensg	f,II,gen,sg	f,I,nom,pl	f,II,nom,pl	f,I,gen,pl	f,II,nom,pl	f,III,nom,pl	f,I,nom,pl	f,III,nom,pl	f,II,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,III,gen,pl
adulter2:accsg	f,II,acc,sg	f,I,nom,pl	f,II,nom,pl	f,II,nom,sg	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
adulter2:nompl	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,gen,pl	f,II,nom,pl	f,III,nom,pl	f,I,nom,pl	f,III,nom,pl	f,II,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,III,gen,pl
adulter2:genpl	f,II,gen,pl	f,I,gen,pl	f,I,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
adulter2:accpl	f,II,acc,pl	f,I,gen,pl	f,I,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
advena:nomsg	f,I,nom,sg	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
advena:gensg	f,I,gen,sg	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
advena:accsg	f,I,acc,sg	f,II,nom,pl	n,II,nom,sg	n,I,nom,sg	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
advena:nompl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
advena:genpl	f,I,gen,pl	f,II,gen,pl	f,I,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
advena:accpl	f,I,acc,pl	f,I,nom,pl	f,I,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aer:nomsg	m,III,nom,sg	n,III,nom,sg	f,II,gen,pl	f,III,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,gen,pl	f,I,nom,pl	f,I,gen,pl
aer:gensg	m,III,gen,sg	m,III,gen,sg	n,III,gen,sg	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aer:accsg	m,III,acc,sg	m,III,gen,sg	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aer:nompl	m,III,nom,pl	m,III,gen,sg	n,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aer:genpl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aer:accpl	m,III,acc,pl	m,III,gen,sg	n,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aestas:nomsg	f,III,nom,sg	f,III,nom,sg	f,I,gen,pl	f,III,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aestas:gensg	f,III,gen,sg	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aestas:accsg	f,III,acc,sg	f,III,gen,pl	f,III,gen,pl	n,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aestas:nompl	f,III,nom,pl	m,III,gen,pl	m,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aestas:genpl	f,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aestas:accpl	f,III,acc,pl	m,III,gen,pl	m,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aestus:nomsg	m,IV,nom,sg	f,III,nom,sg	f,II,nom,pl	f,III,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aestus:gensg	m,IV,gen,sg	f,III,nom,sg	f,III,nom,pl	f,III,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aestus:accsg	m,IV,acc,sg	f,III,nom,sg	n,II,nom,sg	n,II,gen,sg	n,II,nom,sg	f,II,nom,sg	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aestus:nompl	m,IV,nom,pl	f,III,nom,sg	f,III,nom,pl	f,III,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aestus:genpl	m,IV,gen,pl	f,II,nom,pl	f,III,gen,pl	n,III,gen,pl	f,III,gen,pl	f,III,gen,sg	f,III,gen,pl	f,III,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,I,nom,pl	f,III,nom,pl	f,III,gen,pl	f,III,gen,pl
aestus:accpl	m,IV,acc,pl	f,III,nom,sg	f,III,nom,pl	f,III,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aetas:nomsg	f,III,nom,sg	f,III,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
aetas:gensg	f,III,gen,sg	m,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aetas:accsg	f,III,acc,sg	f,I,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aetas:nompl	f,III,nom,pl	f,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aetas:genpl	f,III,gen,pl	f,I,gen,pl	f,III,gen,pl	f,I,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
aetas:accpl	f,III,acc,pl	f,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
ager:nomsg	m,II,nom,sg	m,III,nom,sg	f,II,nom,pl	f,II,nom,pl	n,II,nom,sg	f,I,nom,pl	f,I,nom,pl	f,III,nom,pl	f,II,nom,pl	f,III,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ager:gensg	m,II,gen,sg	m,II,nom,pl	m,III,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ager:accsg	m,II,acc,sg	n,III,nom,sg	n,II,nom,sg	n,II,nom,sg	n,II,nom,sg	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ager:nompl	m,II,nom,pl	m,II,nom,pl	m,III,nom,pl	f,II,nom,pl	f,II,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
ager:genpl	m,II,gen,pl	f,III,gen,pl	m,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
ager:accpl	m,II,acc,pl	f,III,nom,pl	f,III,gen,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl	f,I,nom,pl
agnus:nomsg	m,II,nom,sg	n,I,nom,sg	f,I,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,I,gen,pl	m,III,gen,sg	f,III,gen,pl
agnus:gensg	m,II,gen,sg	f,III,gen,pl	f,III,nom,pl	n,III,gen,sg	f,III,gen,pl	f,III,gen,pl	n,IV,gen,pl	f,II,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
agnus:accsg	m,II,acc,sg	f,I,gen,pl	f,I,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
agnus:nompl	m,II,nom,pl	f,III,gen,pl	f,III,nom,pl	n,III,gen,sg	f,III,gen,pl	f,III,gen,pl	n,IV,gen,pl	f,II,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl	f,III,nom,pl	f,III,gen,pl	f,III,gen,pl	f,III,gen,pl
